['Time', '0: 2004-12-01', '1: 2008-09-05', '2: 2008-12-11', '3: 2009-01-14', '4: 2009-03-19', '5: 2010-09-15', '6: 2011-01-20', '7: 2012-03-06', '8: 2012-10-09', '9: 2012-11-14', '10: 2012-12-12', '11: 2013-12-12', '12: 2014-03-24', '13: 2015-05-27', '14: 2016-05-26', '15: 2017-09-15', '16: 2017-09-22', '17: 2018-02-19', '18: 2019-01-08', '19: 2019-05-22', '20: 2019-08-13', '21: 2021-04-06', '22: 2021-07-10', '23: 2021-08-15', '24: 2022-01-03', '25: 2022-05-25', '26: 2024-01-25', '27: 2024-02-09', '28: 2024-02-23', '29: 2024-02-28', '30: 2024-03-08', '31: 2024-12-26', '32: 1994-07-02', '33: 1997-08-13', '34: 1997-11-16', '35: 2021-02-20', '36: 2017-01-31', '37: 2018-10-10', '38: 2018-04-15', '39: 2018-01-28', '40: 2016-10-05', '41: 2016-01-28', '42: 2015-11-04', '43: 2015-03-27', '44: 2015-03-16', '45: 2011-12-07', 'Count']
['2000-03-11 14:12:24', "(Uranus,318.713,(r)) (H3,198.680,(c)) (trine,1.93')", '1', '2', "(H4,233.081,(r)) (Saturn,52.945,(d)) (opposition,8.14')", "(H7,309.069,(r)) (Uranus,308.959,(c)) (conjunction,6.62')", "(H3,204.006,(r)) (Jupiter,23.924,(c)) (opposition,4.89')", '6', '7', '8', '9', '10', '11', '12', "(H4,233.081,(r)) (Neptune,323.155,(d)) (square,4.44')", '14', "(H10,53.081,(r)) (Jupiter,53.201,(d)) (conjunction,7.23')", '16', '17', '18', "(H1,129.069,(r)) (Mercury,309.102,(c)) (opposition,1.99')\n(H9,24.006,(r)) (Saturn,24.173,(c)) (conjunction,10.04')", "(H9,24.006,(r)) (Saturn,23.930,(c)) (conjunction,4.54')", "(Pluto,252.898,(r)) (H4,252.891,(d)) (conjunction,0.39')", "(H10,53.081,(r)) (Pluto,233.243,(c)) (opposition,9.75')", "(H10,53.081,(r)) (Pluto,233.151,(c)) (opposition,4.24')", "(Moon,59.093,(r)) (H3,179.042,(c)) (trine,3.07')", '25', "(Saturn,43.348,(r)) (POF,223.438,(d)) (opposition,5.37')", "(Saturn,43.348,(r)) (POF,223.481,(d)) (opposition,7.99')", "(H1,129.069,(r)) (Jupiter,9.030,(c)) (trine,2.32')", "(H1,129.069,(r)) (Jupiter,9.015,(c)) (trine,3.24')", "(H1,129.069,(r)) (Jupiter,8.987,(c)) (trine,4.91')", '31', '32', "(Sun,351.314,(r)) (H8,351.407,(d)) (conjunction,5.63')\n(H8,348.204,(r)) (Sun,348.132,(c)) (conjunction,4.37')", '34', "(Pluto,252.898,(r)) (H4,252.778,(d)) (conjunction,7.19')", "(POF,196.848,(r)) (Jupiter,16.903,(c)) (opposition,3.28')\n(H1,129.069,(r)) (Venus,308.991,(c)) (opposition,4.69')", "(Jupiter,34.767,(r)) (H10,34.641,(c)) (conjunction,7.56')", '38', '39', "(Sun,351.314,(r)) (H1,111.320,(c)) (trine,0.38')", "(Jupiter,34.767,(r)) (POF,214.794,(d)) (opposition,1.65')", "(Venus,327.663,(r)) (H1,147.810,(d)) (opposition,8.85')", '43', '44', '45', 27]
['2000-03-11 07:24:23', "(POF,98.282,(r)) (H3,98.306,(d)) (conjunction,1.46')\n(H4,126.030,(r)) (Mean_Node,125.891,(d)) (conjunction,8.35')\n(Mean_Node,121.344,(r)) (H4,121.508,(c)) (conjunction,9.85')\n(H3,93.987,(r)) (POF,93.968,(c)) (conjunction,1.17')", '1', '2', '3', '4', '5', '6', "(Venus,327.313,(r)) (POF,87.395,(c)) (trine,4.92')", '8', '9', "(Uranus,318.698,(r)) (H10,318.547,(d)) (conjunction,9.06')", '11', "(Mars,21.308,(r)) (H3,81.321,(c)) (sextile,0.78')", '13', '14', "(H1,34.189,(r)) (Sun,334.131,(c)) (sextile,3.51')", '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', "(H4,126.030,(r)) (Moon,35.989,(c)) (square,2.51')", "(Uranus,318.698,(r)) (H3,78.756,(c)) (trine,3.49')", '37', '38', "(Uranus,318.698,(r)) (H1,18.613,(c)) (sextile,5.10')", '40', "(Sun,351.031,(r)) (H10,291.044,(c)) (sextile,0.82')", '42', '43', '44', '45', 12]
['2000-03-11 05:39:04', '0', '1', '2', '3', "(Uranus,318.694,(r)) (H7,198.715,(d)) (trine,1.27')\n(H3,69.866,(r)) (Mean_Node,129.788,(d)) (sextile,4.68')", '5', '6', '7', '8', '9', '10', '11', '12', '13', "(Moon,54.100,(r)) (H8,233.962,(d)) (opposition,8.29')", "(H3,69.866,(r)) (Moon,69.722,(d)) (conjunction,8.64')\n(Moon,54.100,(r)) (H3,53.925,(c)) (conjunction,10.50')", '16', "(H7,190.771,(r)) (Venus,310.730,(c)) (trine,2.48')", "(Venus,327.223,(r)) (H1,27.288,(d)) (sextile,3.95')\n(Moon,54.100,(r)) (H1,354.109,(c)) (sextile,0.57')\n(H3,69.866,(r)) (Venus,309.925,(c)) (trine,3.55')", '19', '20', '21', '22', '23', "(Moon,54.100,(r)) (POF,54.024,(c)) (conjunction,4.58')", "(POF,73.914,(r)) (Moon,73.889,(d)) (conjunction,1.47')", '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', "(H1,10.771,(r)) (Venus,310.785,(c)) (sextile,0.81')", '40', '41', '42', '43', '44', '45', 12]
['2000-03-11 11:22:08', '0', '1', '2', '3', "(H7,266.084,(r)) (Jupiter,26.127,(c)) (trine,2.58')", "(Moon,57.436,(r)) (H10,357.427,(c)) (sextile,0.48')", '6', "(POF,152.324,(r)) (Uranus,332.495,(d)) (opposition,10.31')", '8', '9', '10', '11', '12', "(Pluto,252.897,(r)) (H1,72.805,(c)) (opposition,5.56')", "(Sun,351.195,(r)) (H10,351.320,(c)) (conjunction,7.45')", '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', "(Jupiter,34.743,(r)) (H10,34.714,(d)) (conjunction,1.72')", '32', "(H8,298.875,(r)) (Mean_Node,118.702,(c)) (opposition,10.41')", '34', '35', '36', '37', "(H10,8.711,(r)) (Venus,308.796,(c)) (sextile,5.08')", "(Venus,327.517,(r)) (H10,27.605,(d)) (sextile,5.30')", "(Sun,351.195,(r)) (POF,171.181,(d)) (opposition,0.85')", '41', "(H10,8.711,(r)) (Sun,8.638,(d)) (conjunction,4.42')", "(H3,154.506,(r)) (Sun,334.679,(c)) (opposition,10.36')", '44', "(POF,152.324,(r)) (Uranus,332.214,(d)) (opposition,6.58')", 13]
['2000-03-11 13:32:39', '0', '1', '2', '3', '4', '5', '6', "(H10,43.177,(r)) (Venus,343.107,(d)) (sextile,4.21')\n(Moon,58.706,(r)) (H9,358.722,(c)) (sextile,0.95')", '8', '9', '10', "(Mars,21.499,(r)) (POF,201.397,(d)) (opposition,6.11')\n(Saturn,43.346,(r)) (H1,133.261,(d)) (square,5.10')", '12', '13', '14', "(H3,192.545,(r)) (Sun,12.449,(d)) (opposition,5.78')", '16', "(H4,223.177,(r)) (Mean_Node,103.105,(c)) (trine,4.33')", '18', '19', "(H1,118.007,(r)) (Uranus,298.017,(c)) (opposition,0.63')", "(Mars,21.499,(r)) (H4,201.592,(c)) (opposition,5.61')", "(Mars,21.499,(r)) (H10,21.319,(c)) (conjunction,10.80')", '23', '24', '25', '26', '27', "(POF,185.427,(r)) (H2,185.503,(d)) (conjunction,4.58')", '29', '30', '31', '32', '33', '34', '35', "(H10,43.177,(r)) (Moon,43.277,(c)) (conjunction,6.01')", "(Mercury,333.351,(r)) (H3,213.372,(d)) (trine,1.28')\n(Sun,351.286,(r)) (H3,171.108,(c)) (opposition,10.69')", '38', '39', "(H3,192.545,(r)) (Mercury,312.558,(c)) (trine,0.79')", "(Moon,58.706,(r)) (H10,58.615,(d)) (conjunction,5.47')", '42', '43', '44', '45', 15]
['2000-03-11 14:30:56', '0', '1', '2', '3', '4', '5', "(Venus,327.679,(r)) (H1,147.716,(d)) (opposition,2.23')\n(Jupiter,34.769,(r)) (POF,214.629,(d)) (opposition,8.41')", "(H1,134.505,(r)) (Venus,314.399,(c)) (opposition,6.31')", '8', '9', '10', '11', "(H7,314.505,(r)) (Mercury,314.621,(c)) (conjunction,6.96')", '13', "(Pluto,252.898,(r)) (H10,72.754,(d)) (opposition,8.61')", '15', '16', "(H3,209.247,(r)) (Pluto,269.269,(d)) (sextile,1.34')", "(H1,134.505,(r)) (Jupiter,14.553,(c)) (trine,2.88')", '19', '20', "(Mars,21.529,(r)) (H7,291.535,(c)) (square,0.39')", '22', '23', "(H10,57.603,(r)) (Jupiter,57.664,(d)) (conjunction,3.70')", '25', '26', '27', '28', '29', '30', "(POF,202.451,(r)) (Sun,22.286,(d)) (opposition,9.92')", '32', "(H4,237.603,(r)) (Moon,57.743,(c)) (opposition,8.43')", '34', '35', '36', '37', "(H3,209.247,(r)) (Sun,329.192,(c)) (trine,3.26')", '39', '40', '41', '42', '43', '44', "(POF,202.451,(r)) (Jupiter,22.477,(c)) (opposition,1.55')\n(H1,134.505,(r)) (Venus,314.682,(c)) (opposition,10.64')", 14]
['2000-03-11 15:15:27', '0', '1', '2', '3', '4', '5', '6', '7', '8', "(Venus,327.717,(r)) (H9,27.751,(c)) (sextile,2.04')", "(Venus,327.717,(r)) (H9,27.666,(c)) (sextile,3.06')", "(H1,148.304,(r)) (Saturn,58.324,(d)) (square,1.20')", "(POF,216.653,(r)) (Uranus,336.660,(d)) (trine,0.38')", '13', '14', "(Sun,351.357,(r)) (H1,171.371,(d)) (opposition,0.84')", '16', "(Moon,59.707,(r)) (H3,239.810,(d)) (opposition,6.18')", '18', "(Neptune,305.692,(r)) (H1,125.530,(c)) (opposition,9.76')", '20', '21', '22', '23', '24', "(Moon,59.707,(r)) (POF,239.725,(d)) (opposition,1.07')", "(H10,68.247,(r)) (Saturn,68.129,(d)) (conjunction,7.08')", "(H10,68.247,(r)) (Saturn,68.168,(d)) (conjunction,4.74')", "(H2,188.239,(r)) (Jupiter,8.073,(c)) (opposition,9.97')", '29', '30', '31', '32', '33', "(H7,328.304,(r)) (Mercury,328.208,(c)) (conjunction,5.75')", '35', '36', '37', '38', "(Moon,59.707,(r)) (H3,239.751,(d)) (opposition,2.63')\n(Sun,351.357,(r)) (H10,51.296,(c)) (sextile,3.67')", '40', '41', '42', '43', '44', '45', 14]
['2000-03-11 14:46:31', '0', '1', '2', '3', '4', "(Sun,351.337,(r)) (H10,51.307,(c)) (sextile,1.79')", '6', '7', '8', '9', '10', '11', '12', '13', "(H1,139.221,(r)) (Mean_Node,139.225,(d)) (conjunction,0.26')\n(POF,207.309,(r)) (Saturn,27.165,(c)) (opposition,8.62')", "(Moon,59.425,(r)) (H1,119.357,(c)) (sextile,4.09')", '16', '17', "(Uranus,318.714,(r)) (H10,78.780,(d)) (trine,3.99')", '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', "(Venus,327.692,(r)) (H6,267.646,(c)) (sextile,2.78')", "(Sun,351.337,(r)) (H1,171.265,(d)) (opposition,4.35')\n(Moon,59.425,(r)) (H3,239.309,(d)) (opposition,6.98')", '32', '33', '34', '35', "(Sun,351.337,(r)) (H3,231.390,(d)) (trine,3.18')", '37', '38', '39', '40', '41', '42', '43', '44', '45', 9]
['2000-03-11 08:24:08', '0', '1', "(H1,47.216,(r)) (Moon,47.206,(c)) (conjunction,0.62')", '3', '4', '5', '6', "(Mercury,333.429,(r)) (H10,333.264,(d)) (conjunction,9.88')", '8', '9', '10', '11', "(H7,227.216,(r)) (Mercury,347.197,(d)) (trine,1.19')\n(H3,108.038,(r)) (Mean_Node,107.977,(c)) (conjunction,3.66')", "(H4,140.991,(r)) (Neptune,320.935,(d)) (opposition,3.39')", '14', '15', '16', '17', "(H1,47.216,(r)) (Venus,347.160,(d)) (sextile,3.37')", '19', '20', "(Pluto,252.897,(r)) (H4,162.805,(d)) (square,5.55')", '22', '23', '24', '25', '26', '27', "(Moon,55.704,(r)) (H2,55.569,(c)) (conjunction,8.10')", '29', '30', '31', '32', '33', "(Uranus,318.700,(r)) (H4,138.667,(c)) (opposition,1.99')", '35', '36', '37', '38', '39', '40', "(Mercury,333.429,(r)) (H3,93.359,(c)) (trine,4.21')", '42', '43', '44', "(H10,320.991,(r)) (Mercury,320.998,(c)) (conjunction,0.38')", 11]
['2000-03-11 08:06:08', '0', '1', '2', "(Neptune,305.684,(r)) (H7,215.714,(c)) (square,1.81')", "(Sun,351.060,(r)) (H7,230.999,(d)) (trine,3.66')", "(H3,103.749,(r)) (Jupiter,43.830,(d)) (sextile,4.87')", "(Venus,327.349,(r)) (H10,327.375,(d)) (conjunction,1.60')", '7', '8', "(H9,283.749,(r)) (Moon,43.671,(c)) (trine,4.67')", '10', '11', "(Mean_Node,121.342,(r)) (POF,121.258,(d)) (conjunction,5.04')", "(H4,136.412,(r)) (Mean_Node,136.439,(d)) (conjunction,1.58')", '14', '15', '16', "(Venus,327.349,(r)) (H3,87.350,(c)) (trine,0.10')", "(H3,103.749,(r)) (Mean_Node,103.596,(c)) (conjunction,9.18')", '19', '20', '21', '22', '23', '24', "(Venus,327.349,(r)) (POF,87.414,(c)) (trine,3.93')", '26', '27', '28', '29', "(Moon,55.529,(r)) (H6,175.439,(c)) (trine,5.43')", '31', '32', "(H8,252.600,(r)) (Pluto,252.756,(d)) (conjunction,9.35')", "(Uranus,318.700,(r)) (H4,138.721,(d)) (opposition,1.27')", "(H8,252.600,(r)) (Moon,72.720,(d)) (opposition,7.18')", "(Mercury,333.434,(r)) (H10,333.606,(d)) (conjunction,10.33')", "(Venus,327.349,(r)) (H1,27.282,(c)) (sextile,4.03')\n(H3,103.749,(r)) (Mean_Node,103.823,(c)) (conjunction,4.45')", '38', "(Jupiter,34.715,(r)) (H10,334.638,(d)) (sextile,4.57')\n(Venus,327.349,(r)) (H3,87.405,(c)) (trine,3.36')", "(Mercury,333.434,(r)) (H10,333.270,(d)) (conjunction,9.83')\n(H10,316.412,(r)) (Mercury,316.452,(c)) (conjunction,2.36')", '41', '42', '43', '44', '45', 21]
['2000-03-11 14:42:48', '0', '1', "(H1,138.080,(r)) (Venus,318.110,(c)) (opposition,1.76')", '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', "(H1,138.080,(r)) (Mean_Node,138.105,(d)) (conjunction,1.44')", "(H8,357.848,(r)) (Pluto,267.913,(d)) (square,3.89')\n(H10,60.468,(r)) (Saturn,60.392,(d)) (conjunction,4.54')", '15', "(Saturn,43.350,(r)) (H10,43.480,(c)) (conjunction,7.77')", '17', '18', '19', '20', '21', '22', '23', '24', '25', "(H1,138.080,(r)) (Mars,48.034,(d)) (square,2.80')", "(H1,138.080,(r)) (Mars,48.077,(d)) (square,0.21')", '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', "(Moon,59.389,(r)) (H1,119.352,(c)) (sextile,2.23')\n(H10,60.468,(r)) (Uranus,300.541,(c)) (trine,4.40')", '41', "(H1,138.080,(r)) (Jupiter,18.019,(c)) (trine,3.70')", '43', '44', '45', 10]
['2000-03-11 06:18:00', "(Moon,54.478,(r)) (H4,114.505,(d)) (sextile,1.59')\n(POF,82.981,(r)) (H3,83.004,(d)) (conjunction,1.35')\n(H3,78.761,(r)) (POF,78.732,(c)) (conjunction,1.78')", '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', "(Jupiter,34.699,(r)) (H1,34.730,(d)) (conjunction,1.87')\n(H10,290.115,(r)) (Mercury,350.085,(d)) (sextile,1.80')\n(H10,290.115,(r)) (Jupiter,50.036,(d)) (trine,4.71')", '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', "(H8,228.364,(r)) (Saturn,48.258,(d)) (opposition,6.37')\n(Saturn,43.317,(r)) (H8,223.275,(c)) (opposition,2.51')", '33', '34', '35', "(Jupiter,34.699,(r)) (H10,274.690,(c)) (trine,0.56')\n(H1,19.488,(r)) (Jupiter,19.507,(c)) (conjunction,1.18')", '37', "(H3,78.761,(r)) (Mean_Node,138.690,(d)) (sextile,4.30')", '39', '40', '41', '42', '43', '44', '45', 11]
['2000-03-11 09:54:47', '0', '1', '2', '3', "(H3,130.686,(r)) (Mean_Node,130.541,(d)) (conjunction,8.67')", '5', "(Moon,56.586,(r)) (H10,356.529,(d)) (sextile,3.42')", "(Moon,56.586,(r)) (H1,56.628,(c)) (conjunction,2.54')\n(H1,66.814,(r)) (Uranus,306.767,(c)) (trine,2.82')", '8', "(H1,66.814,(r)) (Moon,66.700,(d)) (conjunction,6.86')", "(H1,66.814,(r)) (Moon,66.766,(d)) (conjunction,2.88')", '11', "(Moon,56.586,(r)) (H3,116.674,(c)) (sextile,5.28')", "(POF,132.265,(r)) (Venus,312.194,(c)) (opposition,4.23')", '14', '15', '16', '17', '18', '19', "(POF,132.265,(r)) (Mercury,312.398,(c)) (opposition,7.97')", '21', "(Mercury,333.405,(r)) (H9,333.525,(d)) (conjunction,7.17')\n(Uranus,318.703,(r)) (H1,48.688,(c)) (square,0.90')", '23', '24', '25', "(H10,344.915,(r)) (Uranus,344.971,(d)) (conjunction,3.40')\n(Mars,21.386,(r)) (H12,21.442,(c)) (conjunction,3.34')", "(H10,344.915,(r)) (Uranus,345.017,(d)) (conjunction,6.16')\n(Mars,21.386,(r)) (H12,21.404,(c)) (conjunction,1.05')", '28', '29', '30', '31', "(Sun,351.135,(r)) (H10,350.986,(d)) (conjunction,8.92')", "(H1,66.814,(r)) (Pluto,246.833,(c)) (opposition,1.15')", '34', '35', '36', '37', '38', '39', "(Venus,327.442,(r)) (H10,327.587,(c)) (conjunction,8.68')\n(H3,130.686,(r)) (Venus,310.829,(c)) (opposition,8.55')", "(Venus,327.442,(r)) (H3,147.518,(d)) (opposition,4.54')\n(H10,344.915,(r)) (Venus,345.086,(d)) (conjunction,10.29')", "(Venus,327.442,(r)) (H3,147.264,(d)) (opposition,10.70')\n(H10,344.915,(r)) (Venus,344.830,(d)) (conjunction,5.08')", "(POF,132.265,(r)) (Venus,312.362,(c)) (opposition,5.85')", "(POF,132.265,(r)) (Venus,312.393,(c)) (opposition,7.67')", '45', 25]
['2000-03-11 06:56:15', "(POF,91.828,(r)) (H3,91.781,(d)) (conjunction,2.83')\n(Moon,54.850,(r)) (H4,114.766,(c)) (sextile,5.03')\n(H3,87.508,(r)) (POF,87.555,(c)) (conjunction,2.79')", "(Mars,21.294,(r)) (H4,111.266,(c)) (square,1.64')", '2', "(Neptune,305.682,(r)) (H7,215.648,(d)) (square,2.04')\n(H4,119.206,(r)) (Mars,29.116,(d)) (square,5.38')", '4', '5', '6', '7', '8', '9', '10', '11', '12', "(Saturn,43.320,(r)) (H8,223.468,(c)) (opposition,8.88')", "(H8,236.987,(r)) (Pluto,236.999,(c)) (conjunction,0.73')", '15', '16', "(H3,87.508,(r)) (Pluto,267.464,(d)) (opposition,2.68')", '18', '19', '20', "(Pluto,252.897,(r)) (POF,72.845,(c)) (opposition,3.12')", '22', "(Mars,21.294,(r)) (H12,21.348,(d)) (conjunction,3.23')", '24', '25', '26', '27', '28', '29', '30', "(H3,87.508,(r)) (Sun,327.530,(c)) (trine,1.30')", '32', "(Moon,54.850,(r)) (H8,234.713,(c)) (opposition,8.22')", "(Mean_Node,121.345,(r)) (H4,121.400,(d)) (conjunction,3.32')\n(H4,119.206,(r)) (Mean_Node,119.156,(c)) (conjunction,2.99')", "(Pluto,252.897,(r)) (POF,72.956,(c)) (opposition,3.54')", '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', 16]
['2000-03-11 11:13:36', "(Mean_Node,121.335,(r)) (H4,181.314,(c)) (sextile,1.31')", '1', '2', '3', '4', '5', '6', "(H10,6.386,(r)) (Uranus,306.459,(c)) (sextile,4.37')", '8', '9', '10', '11', "(Sun,351.190,(r)) (H4,171.324,(c)) (opposition,8.04')", '13', "(H1,84.157,(r)) (Pluto,264.174,(d)) (opposition,1.02')", "(H3,152.093,(r)) (Sun,332.103,(c)) (opposition,0.57')", '16', "(Pluto,252.897,(r)) (H3,132.848,(c)) (trine,2.99')", '18', '19', "(H1,84.157,(r)) (Mercury,354.213,(d)) (square,3.36')", '21', '22', '23', '24', "(Moon,57.352,(r)) (H9,357.359,(d)) (sextile,0.40')", "(H3,152.093,(r)) (Neptune,331.940,(d)) (opposition,9.21')", "(H3,152.093,(r)) (Neptune,331.988,(d)) (opposition,6.34')", '28', '29', '30', '31', '32', "(Venus,327.510,(r)) (POF,147.484,(c)) (opposition,1.53')", "(Jupiter,34.741,(r)) (H3,154.669,(d)) (trine,4.36')", '35', "(Sun,351.190,(r)) (H3,171.229,(d)) (opposition,2.38')", '37', '38', '39', '40', '41', '42', '43', '44', "(Jupiter,34.741,(r)) (H1,94.755,(d)) (sextile,0.84')\n(H9,332.093,(r)) (Uranus,332.146,(d)) (conjunction,3.15')", 15]
['2000-03-11 14:40:24', '0', '1', '2', '3', "(H3,211.893,(r)) (Mars,31.895,(d)) (opposition,0.15')\n(Sun,351.333,(r)) (H4,231.242,(c)) (trine,5.49')\n(POF,205.384,(r)) (Jupiter,25.444,(c)) (opposition,3.61')", '5', '6', '7', '8', '9', "(Mercury,333.335,(r)) (H1,153.202,(d)) (opposition,7.97')", '11', "(Jupiter,34.771,(r)) (H7,334.857,(d)) (sextile,5.17')\n(Mean_Node,121.328,(r)) (H7,301.417,(c)) (opposition,5.35')", '13', "(Saturn,43.350,(r)) (POF,223.198,(d)) (opposition,9.15')", '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', "(H10,59.890,(r)) (Jupiter,59.882,(d)) (conjunction,0.46')\n(Venus,327.687,(r)) (H2,147.844,(c)) (opposition,9.41')", "(H4,239.890,(r)) (Jupiter,59.896,(d)) (opposition,0.34')", "(H10,59.890,(r)) (Venus,359.826,(d)) (sextile,3.87')\n(H10,59.890,(r)) (Jupiter,59.920,(d)) (conjunction,1.80')", '31', '32', '33', '34', "(H4,239.890,(r)) (Neptune,329.853,(d)) (square,2.20')\n(H8,357.084,(r)) (Mars,357.026,(c)) (conjunction,3.52')", '36', '37', '38', '39', '40', "(Moon,59.365,(r)) (H1,119.434,(c)) (sextile,4.09')", '42', '43', '44', "(Uranus,318.714,(r)) (H9,18.802,(c)) (sextile,5.28')", 16]
['2000-03-11 14:55:20', "(Venus,327.700,(r)) (H1,147.804,(d)) (opposition,6.27')\n(POF,210.106,(r)) (Jupiter,30.154,(c)) (opposition,2.89')", '1', '2', '3', "(Mercury,333.331,(r)) (H7,333.284,(d)) (conjunction,2.83')", '5', '6', '7', "(H3,216.021,(r)) (Mars,35.984,(d)) (opposition,2.19')", '9', '10', '11', '12', "(Pluto,252.898,(r)) (H8,342.910,(c)) (square,0.72')", '14', '15', '16', "(Mean_Node,121.327,(r)) (H7,301.297,(c)) (opposition,1.85')", '18', "(H10,63.470,(r)) (Saturn,63.409,(d)) (conjunction,3.65')", "(H10,63.470,(r)) (Saturn,63.628,(d)) (conjunction,9.46')", '21', "(H9,36.021,(r)) (Mercury,306.076,(c)) (square,3.33')", '23', '24', '25', '26', '27', '28', "(H1,141.938,(r)) (Sun,321.935,(c)) (opposition,0.20')", '30', "(H3,216.021,(r)) (Moon,36.170,(c)) (opposition,8.94')", '32', '33', "(Mean_Node,121.327,(r)) (H4,241.291,(c)) (trine,2.19')", "(Saturn,43.351,(r)) (H4,223.255,(c)) (opposition,5.79')", '36', '37', '38', '39', "(Uranus,318.714,(r)) (H10,78.761,(d)) (trine,2.84')", '41', "(Uranus,318.714,(r)) (H3,198.675,(c)) (trine,2.35')", '43', '44', '45', 15]
['2000-03-11 08:33:28', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', "(H10,323.390,(r)) (Pluto,233.401,(c)) (square,0.69')", '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', "(Uranus,318.700,(r)) (POF,138.840,(d)) (opposition,8.40')\n(Venus,327.372,(r)) (H3,87.442,(c)) (trine,4.19')", '32', "(Sun,351.079,(r)) (H8,261.005,(d)) (square,4.43')", '34', "(Mean_Node,121.341,(r)) (H1,31.264,(c)) (square,4.65')", "(H3,110.285,(r)) (Mercury,350.230,(d)) (trine,3.30')\n(Jupiter,34.719,(r)) (H1,34.770,(c)) (conjunction,3.07')", '37', "(Mercury,333.426,(r)) (H3,93.506,(c)) (trine,4.75')", '39', "(H1,49.238,(r)) (Jupiter,49.291,(d)) (conjunction,3.17')", "(H1,49.238,(r)) (Mercury,349.171,(d)) (sextile,4.01')", '42', '43', '44', '45', 10]
['2000-03-11 11:14:56', '0', '1', "(Moon,57.365,(r)) (H10,357.351,(c)) (sextile,0.84')", '3', '4', "(POF,150.632,(r)) (Uranus,330.765,(d)) (opposition,7.96')", '6', "(H9,332.469,(r)) (Uranus,332.437,(d)) (conjunction,1.95')", "(Uranus,318.706,(r)) (H3,138.820,(c)) (opposition,6.83')", "(Uranus,318.706,(r)) (H9,318.716,(c)) (conjunction,0.57')", "(Uranus,318.706,(r)) (H9,318.635,(c)) (conjunction,4.30')", "(Mars,21.427,(r)) (H10,21.377,(d)) (conjunction,3.01')", "(H4,186.750,(r)) (Sun,6.768,(d)) (opposition,1.11')", '13', '14', '15', '16', '17', "(POF,150.632,(r)) (Sun,330.687,(c)) (opposition,3.31')", '19', '20', '21', '22', '23', "(Moon,57.365,(r)) (H3,177.302,(d)) (trine,3.82')", '25', '26', '27', '28', "(H4,186.750,(r)) (Mercury,306.732,(c)) (trine,1.06')", '30', "(H1,84.457,(r)) (Sun,324.390,(c)) (trine,4.00')", "(Mars,21.427,(r)) (H8,291.350,(c)) (square,4.64')", '33', "(Mercury,333.385,(r)) (POF,153.206,(d)) (opposition,10.75')\n(POF,150.632,(r)) (Venus,330.670,(d)) (opposition,2.26')", '35', '36', '37', "(Sun,351.190,(r)) (POF,171.169,(d)) (opposition,1.29')", '39', "(Sun,351.190,(r)) (H3,171.248,(d)) (opposition,3.43')", '41', '42', '43', '44', "(H10,6.750,(r)) (Uranus,306.707,(c)) (sextile,2.57')", 18]
['2000-03-11 08:26:39', '0', '1', '2', '3', '4', '5', '6', '7', '8', "(Jupiter,34.718,(r)) (H10,334.657,(d)) (sextile,3.65')", "(Jupiter,34.718,(r)) (H10,334.737,(d)) (sextile,1.15')", '11', '12', '13', "(Neptune,305.684,(r)) (H10,305.672,(c)) (conjunction,0.74')", '15', '16', '17', '18', '19', '20', '21', "(H10,321.641,(r)) (Pluto,231.590,(c)) (square,3.07')", '23', '24', '25', '26', '27', '28', '29', '30', '31', "(H1,47.765,(r)) (Saturn,47.926,(d)) (conjunction,9.66')", '33', '34', '35', '36', '37', '38', '39', '40', "(H3,108.646,(r)) (Jupiter,48.639,(d)) (sextile,0.45')", '42', "(H1,47.765,(r)) (Jupiter,47.905,(d)) (conjunction,8.41')\n(Jupiter,34.718,(r)) (H1,34.874,(c)) (conjunction,9.41')\n(Jupiter,34.718,(r)) (H3,94.710,(c)) (sextile,0.44')", "(H1,47.765,(r)) (Jupiter,47.879,(d)) (conjunction,6.83')\n(Jupiter,34.718,(r)) (H3,94.738,(c)) (sextile,1.20')", '45', 11]
