['Time', '0: 2009-03-19', '1: 2011-12-07', '2: 2012-03-06', '3: 2012-12-12', '4: 2013-12-12', '5: 2014-03-24', '6: 2015-05-27', '7: 2016-01-26', '8: 2016-05-27', '9: 2017-09-15', '10: 2017-09-22', '11: 2018-02-19', '12: 2019-05-22', '13: 2021-04-06', '14: 2021-07-10', '15: 2022-01-03', '16: 2022-05-25', '17: 2024-01-11', '18: 2024-03-08', '19: 2025-06-23', '20: 2025-07-24', '21: 2025-07-25', 'Count']
['2000-03-11 11:22:08', "(Uranus,318.706,(r)) (H7,258.622,(c)) (sextile,5.05')", "(Mercury,335.878,(p)) (H1,95.971,(p)) (trine,5.57')\n(H1,86.084,(r)) (Moon,266.483,(c)) (opposition,23.99')", "(Mercury,336.050,(p)) (H1,96.183,(p)) (trine,7.97')", '3', '4', '5', '6', "(Sun,351.195,(r)) (H3,171.205,(p)) (opposition,0.57')", "(Pluto,252.785,(c)) (H1,72.683,(c)) (opposition,6.12')", "(H10,8.711,(r)) (Sun,8.592,(p)) (conjunction,7.14')\n(Mercury,340.804,(p)) (H1,100.988,(p)) (trine,10.99')", '10', "(Mercury,341.238,(p)) (H7,281.366,(p)) (sextile,7.68')", '12', '13', '14', "(Moon,57.436,(r)) (H3,177.539,(p)) (trine,6.18')\n(Mercury,346.482,(c)) (H10,346.422,(c)) (conjunction,3.61')", '16', '17', "(Moon,103.804,(c)) (H10,344.149,(c)) (trine,20.65')", "(Mercury,333.383,(r)) (H10,33.294,(p)) (sextile,5.38')\n(Mean_Node,121.335,(r)) (H3,181.256,(p)) (sextile,4.77')", '20', "(Mercury,333.383,(r)) (H10,33.377,(p)) (sextile,0.39')\n(Mean_Node,121.335,(r)) (H3,181.350,(p)) (sextile,0.87')", 16]
['2000-03-11 13:32:39', "(Sun,351.286,(r)) (H4,231.401,(p)) (trine,6.91')\n(Jupiter,34.761,(r)) (H4,214.639,(c)) (opposition,7.33')", "(Jupiter,34.761,(r)) (POF,34.756,(c)) (conjunction,0.29')\n(H10,43.177,(r)) (Mercury,343.174,(c)) (sextile,0.17')", "(POF,31.863,(c)) (H10,31.754,(c)) (conjunction,6.53')", "(Moon,58.706,(r)) (H9,358.669,(c)) (sextile,2.21')", "(H3,192.545,(r)) (POF,12.670,(p)) (opposition,7.47')", '5', "(Moon,262.950,(p)) (H8,353.155,(p)) (square,12.31')", "(Jupiter,38.156,(p)) (POF,38.163,(p)) (conjunction,0.40')", "(Uranus,317.837,(c)) (H8,317.961,(c)) (conjunction,7.48')", '9', '10', "(Uranus,318.711,(r)) (POF,318.624,(c)) (conjunction,5.21')", '12', '13', "(POF,185.427,(r)) (Mars,5.469,(c)) (opposition,2.51')", "(H10,43.177,(r)) (Moon,343.310,(p)) (sextile,7.98')", '16', "(Uranus,318.711,(r)) (POF,138.627,(p)) (opposition,5.08')", "(H3,192.545,(r)) (Moon,12.487,(p)) (opposition,3.52')\n(H1,118.007,(r)) (Venus,297.996,(c)) (opposition,0.67')", "(Jupiter,34.761,(r)) (POF,214.707,(c)) (opposition,3.27')", '20', '21', 17]
['2000-03-11 14:30:56', '0', "(Venus,327.679,(r)) (H1,147.741,(p)) (opposition,3.74')\n(Moon,221.159,(p)) (H9,41.022,(p)) (opposition,8.21')", '2', "(Moon,256.027,(c)) (H9,15.733,(c)) (trine,17.62')", '4', '5', '6', '7', "(Sun,335.073,(c)) (H8,335.200,(c)) (conjunction,7.62')", '9', "(Pluto,252.898,(r)) (H10,72.774,(p)) (opposition,7.43')\n(Pluto,252.850,(p)) (H10,72.774,(p)) (opposition,4.55')", '11', '12', '13', '14', "(H3,209.247,(r)) (Sun,329.428,(c)) (trine,10.90')", '16', "(Mercury,348.113,(p)) (H10,78.109,(p)) (square,0.23')", '18', "(Venus,358.905,(p)) (POF,178.745,(p)) (opposition,9.62')", '20', '21', 9]
['2000-03-11 15:15:27', "(POF,216.653,(r)) (Jupiter,36.673,(p)) (opposition,1.20')", "(H9,41.494,(r)) (Moon,221.548,(p)) (opposition,3.29')\n(H1,148.304,(r)) (Moon,268.402,(c)) (trine,5.89')", '2', "(Moon,234.214,(p)) (H9,53.705,(p)) (opposition,30.52')", '4', '5', "(Mars,21.552,(r)) (POF,21.699,(c)) (conjunction,8.85')", "(H10,68.247,(r)) (Venus,308.100,(c)) (trine,8.79')", '8', '9', '10', "(H3,221.494,(r)) (Mercury,341.404,(p)) (trine,5.38')", "(Mars,21.552,(r)) (H9,21.544,(c)) (conjunction,0.49')", '13', "(Uranus,319.698,(p)) (POF,139.838,(p)) (opposition,8.41')\n(H9,41.494,(r)) (Saturn,41.608,(c)) (conjunction,6.87')", "(Uranus,318.715,(r)) (H3,198.656,(c)) (trine,3.52')", '16', "(H3,221.494,(r)) (Saturn,41.445,(c)) (opposition,2.90')", "(Moon,106.173,(c)) (H10,46.367,(c)) (sextile,11.62')", '19', '20', '21', 13]
['2000-03-11 14:46:31', '0', '1', '2', '3', '4', "(Uranus,318.714,(r)) (H3,198.853,(c)) (trine,8.36')", '6', '7', '8', "(Moon,290.827,(p)) (H3,230.696,(p)) (sextile,7.89')\n(H3,213.595,(r)) (Sun,333.773,(c)) (trine,10.67')", '10', '11', '12', "(Neptune,306.206,(p)) (POF,126.255,(p)) (opposition,2.93')", "(Saturn,41.607,(c)) (H10,41.655,(c)) (conjunction,2.91')", "(Venus,354.637,(p)) (H3,234.723,(p)) (trine,5.17')", "(Venus,355.117,(p)) (H9,55.084,(p)) (sextile,1.95')", '17', '18', '19', '20', '21', 7]
['2000-03-11 08:24:08', '0', '1', '2', "(Venus,311.602,(c)) (POF,311.614,(c)) (conjunction,0.74')", '4', "(Mean_Node,120.598,(p)) (H3,120.567,(p)) (conjunction,1.85')", '6', '7', '8', "(H1,47.216,(r)) (Moon,287.686,(p)) (trine,28.19')\n(H3,108.038,(r)) (Moon,287.686,(p)) (opposition,21.13')\n(H1,47.216,(r)) (Mercury,347.035,(c)) (sextile,10.87')", "(Pluto,252.897,(r)) (POF,253.018,(c)) (conjunction,7.23')", "(Mean_Node,121.342,(r)) (H7,241.329,(p)) (trine,0.73')\n(H7,227.216,(r)) (Mercury,347.114,(c)) (trine,6.15')", "(Mars,35.482,(p)) (H9,305.311,(p)) (square,10.22')", "(Mean_Node,121.342,(r)) (H4,121.362,(c)) (conjunction,1.22')", '14', "(Sun,329.171,(c)) (H1,29.333,(c)) (sextile,9.73')", '16', '17', "(H3,108.038,(r)) (Mercury,347.991,(p)) (trine,2.86')\n(Moon,9.550,(p)) (H3,129.811,(p)) (trine,15.66')\n(Venus,327.364,(r)) (H1,27.474,(c)) (sextile,6.57')\n(Sun,326.974,(c)) (H3,86.974,(c)) (trine,0.01')", "(Sun,325.669,(c)) (H3,85.824,(c)) (trine,9.31')", '20', "(Sun,325.581,(c)) (H3,85.746,(c)) (trine,9.94')", 17]
['2000-03-11 08:06:08', "(Sun,351.060,(r)) (POF,351.157,(c)) (conjunction,5.83')", "(Venus,327.349,(r)) (H10,327.399,(p)) (conjunction,2.99')\n(Mercury,333.434,(r)) (H9,273.574,(c)) (sextile,8.46')\n(H1,43.308,(r)) (Mercury,343.393,(c)) (sextile,5.07')", "(Mercury,333.434,(r)) (H1,33.594,(c)) (sextile,9.64')\n(Mercury,333.434,(r)) (H9,273.361,(c)) (sextile,4.37')\n(H9,283.749,(r)) (Mercury,343.626,(c)) (sextile,7.41')\n(H10,316.412,(r)) (POF,316.503,(c)) (conjunction,5.46')", '3', '4', "(Jupiter,31.980,(c)) (H7,211.900,(c)) (opposition,4.85')", "(H1,43.308,(r)) (Moon,223.156,(c)) (opposition,9.12')", '7', "(Mean_Node,121.342,(r)) (H10,301.494,(c)) (opposition,9.09')", "(POF,107.778,(r)) (Moon,287.538,(p)) (opposition,14.37')", '10', "(Mercury,333.434,(r)) (H4,153.313,(p)) (opposition,7.23')\n(Mercury,341.101,(p)) (POF,341.201,(p)) (conjunction,6.05')", '12', '13', '14', '15', '16', "(H3,103.749,(r)) (Moon,104.090,(c)) (conjunction,20.44')", '18', "(H3,103.749,(r)) (Mercury,343.781,(c)) (trine,1.91')", "(Neptune,306.281,(p)) (H3,126.457,(p)) (opposition,10.59')\n(Moon,81.867,(c)) (H3,81.633,(c)) (conjunction,14.02')", "(Uranus,318.700,(r)) (POF,138.549,(c)) (opposition,9.06')\n(H3,103.749,(r)) (Mercury,343.693,(c)) (trine,3.36')\n(Moon,81.828,(c)) (H1,22.289,(c)) (sextile,27.67')\n(Moon,81.828,(c)) (H3,81.631,(c)) (conjunction,11.81')", 22]
['2000-03-11 14:42:48', "(H4,240.468,(r)) (Sun,0.316,(p)) (trine,9.12')", "(H1,138.080,(r)) (Uranus,318.088,(c)) (opposition,0.48')\n(H9,32.560,(r)) (Jupiter,32.459,(c)) (conjunction,6.06')", "(Moon,224.365,(p)) (H9,44.440,(p)) (opposition,4.53')\n(H1,138.080,(r)) (Uranus,318.075,(c)) (opposition,0.33')", "(H1,138.080,(r)) (Uranus,318.032,(c)) (opposition,2.89')", "(Mars,31.695,(p)) (H12,121.856,(p)) (square,9.68')", '5', "(Moon,226.571,(c)) (H4,226.597,(c)) (conjunction,1.57')", '7', '8', "(Jupiter,38.531,(p)) (H1,158.502,(p)) (trine,1.73')\n(Moon,59.389,(r)) (H1,119.315,(c)) (sextile,4.43')", '10', '11', '12', "(Pluto,252.898,(r)) (H7,342.857,(p)) (square,2.42')\n(Pluto,252.820,(p)) (H7,342.857,(p)) (square,2.26')", '14', "(Moon,343.942,(p)) (H1,163.777,(p)) (opposition,9.91')\n(H1,138.080,(r)) (Moon,137.554,(c)) (conjunction,31.59')", '16', "(H3,212.560,(r)) (Mean_Node,122.590,(c)) (square,1.83')", '18', "(Sun,351.335,(r)) (H1,111.421,(c)) (trine,5.19')", "(H3,212.560,(r)) (Moon,32.408,(p)) (opposition,9.14')", "(H3,212.560,(r)) (Moon,32.446,(p)) (opposition,6.81')\n(Sun,351.335,(r)) (H1,111.333,(c)) (trine,0.08')", 19]
['2000-03-11 06:18:00', '0', '1', '2', "(H10,290.115,(r)) (Moon,229.607,(p)) (sextile,30.46')", '4', '5', '6', "(H1,19.488,(r)) (Uranus,319.453,(p)) (sextile,2.09')", '8', "(Mercury,333.462,(r)) (H1,33.609,(p)) (sextile,8.78')\n(Mercury,333.462,(r)) (H3,93.376,(p)) (trine,5.18')\n(H1,19.488,(r)) (Uranus,319.524,(p)) (sextile,2.16')", '10', '11', '12', '13', '14', '15', '16', "(Mars,38.795,(p)) (H1,38.646,(p)) (conjunction,8.92')", '18', '19', "(Mars,39.907,(p)) (H1,39.867,(p)) (conjunction,2.40')", '21', 7]
['2000-03-11 09:54:47', '0', "(Moon,56.586,(r)) (H10,356.552,(p)) (sextile,2.01')\n(Mercury,333.405,(r)) (H10,333.271,(c)) (conjunction,8.05')", '2', "(Moon,56.586,(r)) (H1,56.587,(c)) (conjunction,0.04')\n(Jupiter,32.231,(c)) (H10,332.264,(c)) (sextile,1.97')", '4', '5', '6', "(H1,66.814,(r)) (Sun,6.913,(p)) (sextile,5.94')\n(Uranus,319.459,(p)) (H1,79.467,(p)) (trine,0.49')", "(H8,277.368,(r)) (Sun,7.244,(p)) (square,7.45')", "(Venus,327.442,(r)) (H10,327.544,(c)) (conjunction,6.13')", '10', '11', '12', "(Saturn,43.331,(r)) (POF,43.436,(p)) (conjunction,6.29')", "(H10,344.915,(r)) (Mercury,344.863,(p)) (conjunction,3.10')\n(Saturn,41.593,(c)) (POF,221.484,(c)) (opposition,6.57')", "(Jupiter,34.730,(r)) (POF,214.555,(c)) (opposition,10.48')", '16', "(Uranus,317.394,(c)) (H1,47.452,(c)) (square,3.48')", "(H3,130.686,(r)) (Moon,10.412,(p)) (trine,16.47')\n(H10,344.915,(r)) (Mercury,345.024,(c)) (conjunction,6.56')", '19', '20', '21', 15]
['2000-03-11 06:56:15', "(Jupiter,36.599,(p)) (POF,216.668,(p)) (opposition,4.11')", "(Moon,217.168,(p)) (H1,37.403,(p)) (opposition,14.15')\n(Moon,217.168,(p)) (H9,277.392,(p)) (sextile,13.48')", "(Uranus,318.057,(c)) (H1,18.108,(c)) (sextile,3.08')", '3', '4', '5', '6', "(H1,27.989,(r)) (Moon,267.614,(p)) (trine,22.52')\n(H3,87.508,(r)) (Moon,267.614,(p)) (opposition,6.31')", "(Saturn,43.320,(r)) (H8,223.335,(c)) (opposition,0.95')", "(Moon,193.002,(c)) (H1,13.434,(c)) (opposition,25.94')\n(Moon,193.002,(c)) (H3,72.582,(c)) (trine,25.22')", '10', '11', "(Saturn,43.320,(r)) (H1,43.307,(p)) (conjunction,0.74')", '13', '14', "(Uranus,318.697,(r)) (H10,318.827,(p)) (conjunction,7.78')\n(Mercury,345.283,(p)) (H1,45.377,(p)) (sextile,5.65')", "(Mercury,345.740,(p)) (H1,45.684,(p)) (sextile,3.38')", "(Mars,38.814,(p)) (POF,38.907,(p)) (conjunction,5.56')", "(Mercury,347.915,(p)) (H3,107.905,(p)) (trine,0.56')", '19', '20', "(H1,27.989,(r)) (Moon,27.888,(p)) (conjunction,6.07')\n(H3,87.508,(r)) (Moon,27.888,(p)) (sextile,22.76')", 17]
['2000-03-11 11:13:36', '0', '1', '2', "(Jupiter,34.741,(r)) (H1,94.829,(p)) (sextile,5.29')", "(Pluto,252.897,(r)) (H1,72.846,(c)) (opposition,3.08')\n(Pluto,252.812,(c)) (H1,72.846,(c)) (opposition,2.06')", "(H3,152.093,(r)) (Jupiter,32.004,(c)) (trine,5.34')", "(Mars,21.427,(r)) (H4,201.367,(p)) (opposition,3.57')", '7', '8', '9', '10', "(Moon,189.669,(c)) (H7,249.388,(c)) (sextile,16.83')", '12', '13', '14', '15', "(Moon,129.795,(c)) (H9,309.524,(c)) (opposition,16.29')", '17', "(Moon,57.352,(r)) (H3,177.360,(p)) (trine,0.46')", "(Venus,358.737,(p)) (H3,178.746,(p)) (opposition,0.54')", "(Mean_Node,119.992,(p)) (POF,119.941,(p)) (conjunction,3.03')", "(Venus,358.845,(p)) (H3,178.840,(p)) (opposition,0.30')\n(H1,84.157,(r)) (Moon,83.707,(c)) (conjunction,26.99')", 12]
['2000-03-11 14:40:24', '0', '1', '2', '3', '4', "(Mercury,333.335,(r)) (H7,333.516,(p)) (conjunction,10.88')\n(H3,211.893,(r)) (Mars,31.898,(p)) (opposition,0.36')\n(Jupiter,37.759,(p)) (POF,37.713,(p)) (conjunction,2.78')", "(Pluto,252.898,(r)) (H4,253.014,(p)) (conjunction,6.98')\n(Pluto,252.866,(p)) (H4,253.014,(p)) (conjunction,8.90')", "(H3,211.893,(r)) (Moon,271.415,(p)) (sextile,28.66')\n(H10,59.890,(r)) (POF,60.029,(p)) (conjunction,8.33')", '8', "(H1,137.351,(r)) (Moon,197.264,(c)) (sextile,5.24')", '10', "(Pluto,252.898,(r)) (H3,192.783,(c)) (sextile,6.91')\n(Pluto,252.766,(c)) (H3,192.783,(c)) (sextile,1.00')", '12', '13', '14', "(Uranus,318.714,(r)) (H10,78.598,(p)) (trine,6.94')\n(H1,137.351,(r)) (Moon,137.530,(c)) (conjunction,10.71')", '16', '17', "(H1,137.351,(r)) (Uranus,317.397,(c)) (opposition,2.74')", "(H1,137.351,(r)) (Uranus,317.322,(c)) (opposition,1.73')", "(H3,211.893,(r)) (Moon,32.384,(p)) (opposition,29.49')", "(H3,211.893,(r)) (Moon,32.423,(p)) (opposition,31.81')\n(H1,137.351,(r)) (Uranus,317.317,(c)) (opposition,2.04')", 17]
['2000-03-11 14:55:20', '0', "(H9,36.021,(r)) (Mercury,335.981,(p)) (sextile,2.40')", "(H9,36.021,(r)) (Mercury,336.155,(p)) (sextile,8.04')\n(Mercury,336.155,(p)) (H1,155.992,(p)) (opposition,9.76')", '3', '4', "(Mars,21.541,(r)) (H3,201.383,(c)) (opposition,9.50')", "(Venus,346.486,(p)) (H4,256.493,(p)) (square,0.44')\n(Neptune,305.215,(c)) (H1,125.190,(c)) (opposition,1.50')", "(Sun,351.343,(r)) (H3,231.436,(p)) (trine,5.58')", "(Pluto,252.898,(r)) (H8,342.742,(c)) (square,9.37')\n(Pluto,252.787,(c)) (H8,342.742,(c)) (square,2.71')", "(Moon,197.400,(c)) (H3,197.592,(c)) (conjunction,11.50')\n(Uranus,317.767,(c)) (H3,197.592,(c)) (trine,10.49')", "(Pluto,252.898,(r)) (H1,162.748,(p)) (square,8.98')\n(Pluto,252.850,(p)) (H1,162.748,(p)) (square,6.09')", "(Uranus,318.714,(r)) (H4,258.797,(p)) (sextile,4.98')\n(Mercury,347.068,(c)) (H4,227.138,(c)) (trine,4.24')\n(Mean_Node,122.278,(c)) (H7,302.297,(c)) (opposition,1.18')", '12', '13', '14', '15', "(Moon,132.040,(c)) (H9,12.381,(c)) (trine,20.45')", "(Saturn,41.444,(c)) (H10,41.436,(c)) (conjunction,0.50')", '18', "(Mean_Node,119.988,(p)) (H3,240.143,(p)) (trine,9.30')\n(POF,210.106,(r)) (Jupiter,30.071,(c)) (opposition,2.07')", '20', "(POF,210.106,(r)) (Jupiter,30.057,(c)) (opposition,2.93')", 21]
['2000-03-11 08:33:28', "(Sun,342.047,(c)) (H7,221.999,(c)) (trine,2.90')", "(Jupiter,34.719,(r)) (H10,334.588,(p)) (sextile,7.85')\n(Mean_Node,120.719,(p)) (H9,300.820,(p)) (opposition,6.02')", "(Jupiter,34.719,(r)) (H10,334.825,(p)) (sextile,6.39')", "(H9,290.285,(r)) (Moon,230.772,(p)) (sextile,29.21')", '4', '5', '6', "(H10,323.390,(r)) (POF,323.277,(p)) (conjunction,6.76')", "(Moon,272.359,(p)) (H8,272.161,(p)) (conjunction,11.89')", "(Jupiter,34.719,(r)) (H3,94.855,(c)) (sextile,8.16')", '10', '11', '12', '13', '14', '15', "(Jupiter,30.540,(c)) (H9,270.706,(c)) (trine,9.97')", '17', '18', "(H10,323.390,(r)) (Moon,83.363,(c)) (trine,1.62')", '20', '21', 10]
['2000-03-11 11:14:56', '0', "(H9,332.469,(r)) (Jupiter,32.432,(c)) (sextile,2.27')", "(Uranus,318.706,(r)) (H10,18.588,(p)) (sextile,7.08')\n(H9,332.469,(r)) (Jupiter,32.385,(c)) (sextile,5.05')", "(Uranus,319.323,(p)) (H10,19.339,(p)) (sextile,0.93')\n(Moon,254.408,(c)) (H1,73.961,(c)) (opposition,26.85')", '4', "(Uranus,317.953,(c)) (H3,138.103,(c)) (opposition,9.00')", '6', '7', '8', '9', '10', "(Sun,351.190,(r)) (H3,171.294,(p)) (opposition,6.23')\n(Moon,189.681,(c)) (H7,249.678,(c)) (sextile,0.17')", "(Mercury,347.173,(c)) (H10,347.194,(c)) (conjunction,1.28')", '13', '14', '15', "(Moon,129.809,(c)) (H9,309.871,(c)) (opposition,3.71')", '17', '18', "(H1,84.457,(r)) (Moon,84.984,(c)) (conjunction,31.59')", "(Mean_Node,121.335,(r)) (H10,31.497,(p)) (square,9.67')\n(Sun,16.337,(p)) (H1,106.249,(p)) (square,5.27')", '21', 13]
['2000-03-11 08:26:39', "(Mercury,340.611,(c)) (H3,100.727,(c)) (trine,6.95')\n(Mercury,340.611,(c)) (H7,220.517,(c)) (trine,5.63')", '1', "(H10,321.641,(r)) (Moon,262.130,(c)) (sextile,29.32')", '3', '4', "(Mean_Node,121.342,(r)) (H3,121.204,(p)) (conjunction,8.27')", '6', "(H10,321.641,(r)) (POF,321.758,(p)) (conjunction,7.01')\n(Jupiter,34.718,(r)) (H1,34.883,(c)) (conjunction,9.91')\n(Jupiter,34.718,(r)) (H3,94.719,(c)) (sextile,0.08')\n(Moon,214.979,(c)) (H1,34.883,(c)) (opposition,5.78')\n(Moon,214.979,(c)) (H3,94.719,(c)) (trine,15.61')", '8', "(H1,47.765,(r)) (Moon,287.707,(p)) (trine,3.51')\n(Mercury,340.683,(p)) (POF,340.774,(p)) (conjunction,5.47')\n(Jupiter,38.473,(p)) (H10,338.359,(p)) (sextile,6.83')\n(Mercury,333.428,(r)) (H1,33.518,(c)) (sextile,5.37')\n(Mercury,333.428,(r)) (H3,93.280,(c)) (trine,8.88')\n(Sun,333.507,(c)) (H1,33.518,(c)) (sextile,0.67')", "(H1,47.765,(r)) (Uranus,317.750,(c)) (square,0.90')", "(POF,112.420,(r)) (Moon,292.810,(p)) (opposition,23.35')\n(Sun,333.074,(c)) (H3,92.902,(c)) (trine,10.30')", '12', '13', "(Mars,21.341,(r)) (POF,201.417,(c)) (opposition,4.58')", '15', '16', '17', '18', '19', '20', "(H10,321.641,(r)) (Moon,82.033,(c)) (trine,23.55')", 20]
['2000-03-11 07:42:23', "(Uranus,318.699,(r)) (H4,138.742,(p)) (opposition,2.58')", '1', '2', "(Venus,327.328,(r)) (H9,267.233,(c)) (sextile,5.69')\n(H9,278.171,(r)) (Sun,338.262,(c)) (sextile,5.47')", '4', '5', "(Moon,260.068,(p)) (H8,259.696,(p)) (conjunction,22.31')", "(H1,38.133,(r)) (Jupiter,38.102,(p)) (conjunction,1.86')\n(H3,98.171,(r)) (Jupiter,38.102,(p)) (sextile,4.11')", '8', '9', '10', "(Moon,292.445,(p)) (H7,232.319,(p)) (sextile,7.54')", '12', "(Mars,21.318,(r)) (H4,111.404,(c)) (square,5.15')", "(Mars,21.318,(r)) (H10,291.168,(c)) (square,8.99')", "(Moon,55.298,(r)) (H1,55.358,(p)) (conjunction,3.59')", '16', '17', "(Venus,356.961,(p)) (H1,57.069,(p)) (sextile,6.48')\n(Uranus,317.380,(c)) (H3,77.437,(c)) (trine,3.42')", '19', '20', '21', 12]
['2000-03-11 09:14:39', "(H4,154.165,(r)) (Mercury,334.213,(p)) (opposition,2.84')\n(Sun,351.107,(r)) (H7,230.937,(c)) (trine,10.22')", '1', "(Moon,262.525,(c)) (H10,322.556,(c)) (sextile,1.90')", '3', '4', '5', '6', "(Uranus,318.702,(r)) (H10,318.804,(c)) (conjunction,6.10')", '8', "(H3,120.420,(r)) (Mean_Node,120.412,(p)) (conjunction,0.48')", "(Uranus,318.702,(r)) (H12,48.623,(p)) (square,4.74')", "(H3,120.420,(r)) (Mean_Node,120.389,(p)) (conjunction,1.85')", "(Uranus,318.702,(r)) (H9,318.566,(p)) (conjunction,8.15')", '13', "(Mercury,344.831,(p)) (H1,74.985,(p)) (square,9.24')", "(H3,120.420,(r)) (Venus,300.460,(c)) (opposition,2.36')", '16', '17', '18', '19', '20', '21', 10]
['2000-03-11 08:56:39', "(Mean_Node,121.340,(r)) (H7,241.359,(p)) (trine,1.12')", "(Uranus,318.075,(c)) (H10,318.191,(c)) (conjunction,6.93')", "(Moon,221.347,(p)) (H10,341.021,(p)) (trine,19.56')\n(Uranus,318.062,(c)) (H10,317.956,(c)) (conjunction,6.34')", '3', "(Pluto,252.897,(r)) (H10,342.749,(p)) (square,8.92')\n(Pluto,252.876,(p)) (H10,342.749,(p)) (square,7.63')\n(Saturn,43.327,(r)) (H1,43.188,(c)) (conjunction,8.39')", '5', "(Saturn,42.025,(c)) (H1,41.993,(c)) (conjunction,1.92')", "(Sun,6.873,(p)) (H1,66.743,(p)) (sextile,7.80')", '8', '9', '10', '11', '12', '13', '14', "(H1,54.253,(r)) (Venus,354.338,(p)) (sextile,5.07')\n(Jupiter,39.443,(p)) (POF,39.523,(p)) (conjunction,4.76')", "(Moon,128.408,(c)) (H10,308.239,(c)) (opposition,10.11')", "(Uranus,319.787,(p)) (H12,49.736,(p)) (square,3.01')", "(Jupiter,34.722,(r)) (H1,34.645,(c)) (conjunction,4.63')", "(Uranus,319.842,(p)) (H3,139.689,(p)) (opposition,9.17')\n(Mercury,333.420,(r)) (H1,33.542,(c)) (sextile,7.30')\n(Mercury,333.420,(r)) (H3,93.306,(c)) (trine,6.88')", "(Uranus,319.846,(p)) (H3,139.773,(p)) (opposition,4.34')", "(H10,329.421,(r)) (Moon,29.062,(p)) (sextile,21.55')\n(Uranus,319.846,(p)) (H3,139.776,(p)) (opposition,4.18')\n(Mercury,333.420,(r)) (H1,33.467,(c)) (sextile,2.80')\n(H3,115.946,(r)) (Venus,296.057,(c)) (opposition,6.65')", 22]
['2000-03-11 11:27:51', "(Uranus,319.151,(p)) (H4,199.170,(p)) (trine,1.13')\n(Mean_Node,121.335,(r)) (H4,181.179,(c)) (sextile,9.36')", "(Jupiter,37.228,(p)) (H1,97.331,(p)) (sextile,6.17')", "(H9,336.136,(r)) (Mercury,336.053,(p)) (conjunction,5.00')\n(Moon,263.620,(c)) (H9,323.706,(c)) (sextile,5.11')", "(Moon,57.491,(r)) (H10,357.361,(c)) (sextile,7.85')", '4', "(Mars,21.434,(r)) (H3,141.601,(c)) (trine,10.04')", '6', "(H3,156.136,(r)) (Moon,216.568,(c)) (sextile,25.92')", '8', "(Venus,327.522,(r)) (H10,27.385,(p)) (sextile,8.23')\n(POF,153.677,(r)) (Sun,333.634,(c)) (opposition,2.62')", "(Pluto,252.897,(r)) (H1,72.839,(c)) (opposition,3.51')\n(Pluto,252.769,(c)) (H1,72.839,(c)) (opposition,4.18')", "(H4,190.271,(r)) (Moon,189.801,(c)) (conjunction,28.19')\n(Uranus,317.734,(c)) (H3,137.600,(c)) (opposition,8.09')", '12', '13', '14', '15', "(H10,10.271,(r)) (Moon,129.940,(c)) (trine,19.87')", "(Saturn,41.435,(c)) (H3,131.602,(c)) (square,10.00')", "(Mercury,333.382,(r)) (H10,33.559,(p)) (sextile,10.64')\n(Mercury,348.150,(p)) (H1,108.238,(p)) (trine,5.27')", "(Jupiter,34.743,(r)) (H10,34.783,(p)) (conjunction,2.35')", '20', "(Jupiter,34.743,(r)) (H10,34.865,(p)) (conjunction,7.32')", 20]
['2000-03-11 09:37:12', "(Moon,297.920,(c)) (H3,117.723,(c)) (opposition,11.84')", '1', '2', '3', '4', '5', '6', '7', "(H8,273.253,(r)) (Moon,272.880,(p)) (conjunction,22.38')", '9', "(Uranus,318.703,(r)) (H1,48.880,(c)) (square,10.61')", '11', "(H9,306.133,(r)) (Neptune,306.164,(p)) (conjunction,1.87')\n(Uranus,317.659,(c)) (H1,47.507,(c)) (square,9.12')", '13', '14', "(Venus,327.427,(r)) (H3,147.333,(p)) (opposition,5.62')\n(Uranus,318.703,(r)) (H10,318.768,(c)) (conjunction,3.92')\n(Jupiter,30.613,(c)) (POF,210.574,(c)) (opposition,2.34')", "(POF,128.297,(r)) (Moon,128.819,(c)) (conjunction,31.31')", '17', '18', "(H10,340.175,(r)) (Jupiter,40.239,(p)) (sextile,3.84')", '20', "(H10,340.175,(r)) (Jupiter,40.259,(p)) (sextile,5.04')", 11]
['2000-03-11 08:01:36', "(Jupiter,34.714,(r)) (H3,94.879,(c)) (sextile,9.89')", "(Jupiter,32.406,(c)) (H9,272.527,(c)) (trine,7.24')", "(H1,42.322,(r)) (Venus,342.152,(p)) (sextile,10.17')\n(Jupiter,32.360,(c)) (H9,272.313,(c)) (trine,2.79')", "(Venus,327.345,(r)) (H10,327.178,(p)) (conjunction,10.01')", '4', '5', "(Mean_Node,121.342,(r)) (H4,121.315,(c)) (conjunction,1.64')", '7', '8', "(Venus,327.345,(r)) (H3,87.510,(c)) (trine,9.93')", "(H10,315.269,(r)) (Saturn,45.146,(p)) (square,7.37')", "(Mean_Node,122.293,(c)) (POF,242.453,(c)) (trine,9.62')", "(Mercury,333.435,(r)) (H10,333.316,(p)) (conjunction,7.12')\n(H10,315.269,(r)) (Saturn,45.333,(p)) (square,3.86')", '13', '14', '15', '16', '17', '18', "(Uranus,318.699,(r)) (POF,138.746,(c)) (opposition,2.77')", "(Mars,21.328,(r)) (H1,21.282,(c)) (conjunction,2.74')", "(Moon,81.782,(c)) (H1,21.279,(c)) (sextile,30.16')", 14]
